EfisProjectId,Id,ProjectEa,ProjectName,District,CountyCode,RouteCode,PostMileBegin,PostMileEnd,ScheduleStartDate,ScheduleFinishDate,M040_BeginProj,M800_ENDPROJ
0823000052,03/04/2049,08-1N820,"0823000052 - 1N820 CLASS B CONCRETE SLOPE PROTECTION, CUTOFF WALL AND 2.0",08,SBD,095,51.5,51.5,44902,46665,,46310
0823000053,03/14/2049,08-1N530,0823000053 - 1N530 CONSTRUCT LEFT TURNING LANE WB DIRECTION,08,RIV,371,67.1,67.4,44902,47854,45317,47518
0823000055,04/14/2049,08-1N830,"0823000055 - 1N830 CLASS B CONCRETE SLOPE PROTECTION, CUTOFF WALL AND 2.0",08,SBD,095,60.5,60.5,45105,46632,,46310
0823000056,04/27/2049,08-1N850,0823000056 - 1N850 NSTALL 4 PRE FABRICATED NETWORK SHELTER HUBS/HUTS IN R,08,RIV,010,0,0,45090,46618,,46266
0823000057,04/24/2049,08-1N840,0823000057 - 1N840 INSTALL 4 PRE FABRICATED NETWORK SHELTER HUBS/HUTS IN,08,59V08,VAR,0,0,45090,46582,,46259
0823000058,04/25/2049,08-1N870,0823000058 - 1N870 INSTALL 7 PRE FABRICATED NETWORK SHELTER HUBS/HUTS IN,08,SBD,VAR,0,0,45090,46618,,46239
0823000059,04/26/2049,08-1N860,0823000059 - 1N860 0.5' HMA (TYPE A) SLOPE PAVING AND 2' X 6' GABION,08,SBD,095,0,0,44911,44911,,
0823000061,06/05/2049,08-1N890,0823000061 - 1N890 MIDDLE MILE BROADBAND NETWORK TO INSTALL A FIBER OPTIC,08,SBD,015,0,0,43454,46675,,46357
0823000063,09/05/2049,08-1N880,0823000063 - 1N880 RECOMMEND TO INSTALL TRAFFIC SIGNALS OR CONSTRUCT ROUN,08,RIV,062,3,3.7,44937,48278,,47210
0823000064,09/06/2049,08-1N900,0823000064 - 1N900 PREPARE A DIRECTOR'S ORDER TO REPAIR THE DAMAGED CONNE,08,SBD,015,2.4,2.8,44934,47518,,45596
0823000065,12/07/2049,08-1N910,0823000065 - 1N910 UPGRADE CURB RAMPS TO ADA STANDARDS & INSTALL PEDESTRI,08,RIV,079,16.4,16.429,45053,46540,,46188
0823000066,12/06/2049,08-1N920,"0823000066 - 1N920 EXCAVATE AND REMOVE EXISTING 24"" CULVERT, BACKFILL SIN",08,SBD,330,39.25,39.25,44939,47529,,45471
0823000067,12/15/2049,08-1N930,"0823000067 - 1N930 PLACE CABLE-MESH DRAPERY ON THE SLOPE, REPLACE THE DAM",08,SBD,018,11.3,19.1,44937,45869,,45716
0823000068,12/29/2049,08-1N940,0823000068 - 1N940 REPLACE THE EXISTING SLIP-LINED CULVERTS WITH LONGER 1,08,RIV,074,0,0,44927,47536,,45555
0823000069,01/23/2050,08-1N950,0823000069 - 1N950 IT IS PROPOSED TO INSTALL MGS GUARDRAIL ALONG THE EXIS,08,SBD,215,13.5,13.9,45067,46479,,46127
0823000070,02/06/2050,08-4961U,0823000070 - 4961U TO INSTALL TRANSPORTATION MANAGEMENT SYSTEM (TMS) ELEM,08,RIV,060,0,0,44967,44967,,
0823000071,02/15/2050,08-1N960,0823000071 - 1N960 CONNECT CENSUS STATIONS TO FIBER OPTIC SYSTEM AND ADD,08,59V08,VAR,0,0,45074,46540,,46188
0823000072,03/10/2050,08-1N970,0823000072 - 1N970 CONNECT SIGNALS TO FIBER OPTIC SYSTEM FOR A MORE RELIA,08,RIV,215,9,38,45078,46706,,46386
0823000073,03/11/2050,08-1N980,0823000073 - 1N980 REPLACE THE EXISTING 170 CONTROLLER WITH 2070 CONTROLL,08,59V08,VAR,0,0,44972,44972,,
0823000074,04/15/2050,08-1N990,0823000074 - 1N990 RELOCATE SWITCH GEAR BOX AND GENERATOR UPGRADE ELEC,08,SBD,062,125.8,0,44979,47042,,46675
0823000075,04/16/2050,08-1P010,0823000075 - 1P010 SR-018 AT KNICKERBOCKER ROAD. ADD LEFT TURN PHASING TO,08,SBD,018,0,0,44979,44979,,
0823000076,04/14/2050,08-1P020,0823000076 - 1P020 MODIFY TRAFFIC SIGNAL TO CURRENT STANDARD WITHIN STATE,08,SBD,018,0,0,44979,44979,,
0823000077,04/27/2050,08-1P030,0823000077 - 1P030 REPLACE 170 RMS CONTROLLERS W/ 2070 CONTROLLERS,08,59V08,VAR,0,0,44980,44980,,
0823000079,05/30/2050,08-1P050,"0823000079 - 1P050 Prepare a director's order to remove snow, repair emba",08,SBD,VAR,0,0,44976,47564,,45478
0823000081,07/11/2050,08-1P040,0823000081 - 1P040 THE PROJECT PROPOSES TO ADD A NEW OVERCROSSING ON I-21,08,RIV,215,25.2,25.2,44986,48248,,47907
0823000083,07/12/2050,08-1M831,0823000083 - 1M831 INSTALL 5.8 MILES MIDDLE MILE BROADBAND/NETWORK HUB,08,RIV,371,0,0,44986,46419,,46024
0823000085,07/13/2050,08-1P060,0823000085 - 1P060 ADD VEGETATION TO MAINLINE DESIGN AND REPAIR IRRIGATIO,08,SBD,210,15.7,17.85,45060,47518,,47165
0823000087,08/19/2050,08-1P070,0823000087 - 1P070 INSTALL NEW HIGHWAY PLANTING WITH TEMPORARY IRRIGATION,08,RIV,015,46.5,49.3,45060,47423,,47178
0823000089,09/23/2050,08-1P080,0823000089 - 1P080 A TOTAL OF 11 BRIDGES WITHIN THE ABOVE-MENTIONED LOCAT,08,RIV,010,6.95,44.54,44993,47571,,46264
0823000090,09/26/2050,08-1P090,0823000090 - 1P090 A TOTAL OF 6 BRIDGES WITHIN THE ABOVE-MENTIONED LOCATI,08,RIV,VAR,0,0,44993,47571,,46264
0823000091,09/25/2050,08-1P120,0823000091 - 1P120 A TOTAL OF 6 BRIDGES WITHIN THE ABOVE-MENTIONED LOCATI,08,SBD,060,6.86,9.94,44993,47571,,46264
0823000092,09/24/2050,08-1P130,0823000092 - 1P130 TO ADDRESS THE WRONG WAY OCCURRENCES AND TO ENHANCE TH,08,59V08,VAR,0,0,44993,47571,,45975
0823000095,09/30/2050,08-1P100,0823000095 - 1P100 A TOTAL OF 11 BRIDGES WITHIN THE ABOVE-MENTIONED LOCAT,08,RIV,060,7.53,30.24,44995,47576,,46995
0823000096,10/01/2050,08-1P110,0823000096 - 1P110 A TOTAL OF 7 BRIDGES WITHIN THE ABOVE-MENTIONED LOCATI,08,SBD,060,0.06,5.11,44996,47662,,46996
0823000100,11/23/2050,08-0C255,0823000100 - 0C255 REPLACE HIGHWAY PLANTING,08,SBD,010,0,10,37228,47837,,47473
0823000101,11/29/2050,08-1P150,0823000101 - 1P150 REMOVE AND REPLACE ASPHALT CONCRETE PAVEMENT WHERE DAM,08,SBD,095,48.1,57.9,45000,47588,,46109
0823000104,02/22/2051,08-1P180,"0823000104 - 1P180 REPLACE THE FAILED RETAINING SYSTEM, STABILIZE EMBANKM",08,SBD,189,4.8,4.8,45006,47626,,45163
0823000105,02/28/2051,08-1P190,"0823000105 - 1P190 REPAIR EMBANKMENT, REPLACE DAMAGED DRAPERY SYSTEM, REP",08,SBD,VAR,13.7,25,45006,47599,,45989
0823000106,03/11/2051,08-43274,0823000106 - 43274-Plant Establishment,08,RIV,VAR,0,0,45024,48639,45289,48320
0823000108,04/08/2051,08-1P210,0823000108 - 1P210 IT IS PROPOSED TO INSTALL GROUND IN RUMBLE STRIPS WITH,08,RIV,079,12.3,17.9,45030,45030,,
0823000109,04/12/2051,08-1P160,0823000109 - 1P160 UPGRADE EXISTING GUARDRAIL TO MGS CLOSE GUARDRAIL GAPS,08,SBD,215,2.7,3,45033,46945,,46310
0823000110,04/13/2051,08-1P220,"0823000110 - 1P220 REGRADE EMBANKMENTS, ADD RETAINING WALLS, REMOVE TREES",08,SBD,138,31.9,33.3,45033,47085,,46736
0823000111,05/01/2051,08-1P230,0823000111 - 1P230 REMOVE THE LOCALIZED FAILED AC PAVEMENT TO A DEPTH OF,08,RIV,215,41,41.1,45000,45511,,45391
0823000114,05/19/2051,08-1P170,0823000114 - 1P170 BUILD A FIBER OPTIC LINE FOR 290 MILES WITHIN STATE RI,08,SBD,VAR,0,0,44959,46792,,
0823000116,06/11/2051,08-1F355,0823000116 - 1F355 IRRIGATION COMMUNICATION (SERVICE CONTRACT),08,SBD,VAR,0,0,45042,45042,,
0823000117,06/12/2051,08-0R704,0823000117 - 0R704 PAVE (SERVICE CONTRACT),08,SBD,VAR,0,0,45043,46687,,
0823000119,07/03/2051,08-1P240,0823000119 - 1P240 REMOVE THE LOCALIZED FAILED AC PAVEMENT TO A DEPTH OF,08,SBD,189,0,5.6,45006,47624,,45289
0823000133,09/27/2051,08-1P250,0823000133 - 1P250 AN ELB DISTRICT DDO CONTRACT IS NEEDED TO REPAIR THE D,08,RIV,243,4.336,4.442,45030,45413,,45413
0823000137,11/07/2051,08-1P270,0823000137 - 1P270 PREPARE A DISTRICT DIRECTOR'S ORDER TO REMOVE AND PLAC,08,RIV,015,10.8,11.7,45063,45414,,45414
0823000139,11/13/2051,08-1P260,"0823000139 - 1P260 PROVIDE HIGH SPEED INTERNET CONNECTIVITY, HQ JOC PARTN",08,59V08,VAR,0,0,45069,47007,,
0823000150,12/14/2051,08-1P290,0823000150 - 1P290 PREPARE A DISTRICT DIRECTOR'S ORDER TO REMOVE AND PLAC,08,RIV,215,8.9,8.9,45076,47212,,45525
0823000154,12/19/2051,08-1P280,0823000154 - 1P280 GUARDRAIL TO PREVENT ERRANT VEHICLES VEERING OFF FWY,08,RIV,091,8.3,9,45105,46960,,46325
0823000157,12/22/2051,08-1P310,0823000157 - 1P310 REMOVE AND REPLACE THE DAMAGED GIRDERS IN SPAN 2 ON WE,08,RIV,060,21.369,21.369,45064,47658,,45716
0823000158,12/30/2051,08-1P300,0823000158 - 1P300 THE CITY WILL RECONSTRUCT THE EASTBOUND ON RAMP FOR RI,08,RIV,010,8.1,8.3,45250,47562,,47241
0823000159,01/10/2052,08-1F749,0823000159 - 1F749 DAY LABOR FY 2023/2024,08,59V08,VAR,0,0,45083,48292,,
0823000161,01/11/2052,08-1P172,"0823000161 - 1P172 BUILD A FIBER OPTIC INFRASTRUCTURE, ACCESS POINTS AND",08,SBD,015,0,0,45083,48450,,
0823000162,01/08/2052,08-1P173,"0823000162 - 1P173 BUILD A FIBER OPTIC INFRASTRUCTURE, ACCESS POINTS AND",08,SBD,VAR,0,0,45083,49213,,
0823000163,01/09/2052,08-1P174,"0823000163 - 1P174 BUILD A FIBER OPTIC INFRASTRUCTURE, ACCESS POINTS AND",08,SBD,040,0,0,45083,48450,,
0823000164,01/07/2052,08-1P175,"0823000164 - 1P175 BUILD A FIBER OPTIC INFRASTRUCTURE, ACCESS POINTS AND",08,SBD,040,0,0,45083,48450,,
0823000165,01/12/2052,08-1P176,"0823000165 - 1P176 BUILD A FIBER OPTIC INFRASTRUCTURE, ACCESS POINTS AND",08,SBD,095,0,0,45083,48450,,
0823000166,01/20/2052,08-1P177,"0823000166 - 1P177 BUILD A FIBER OPTIC INFRASTRUCTURE, ACCESS POINTS AND",08,SBD,062,0,0,45083,48450,,48128
0823000167,01/31/2052,08-1P320,0823000167 - 1P320 ASPHALT PAVEMENT ON RIVERSIDE 215 PM 44.174/45.3 HAS S,08,RIV,215,44.175,45.333,45084,45576,,45463
0823000171,02/18/2052,08-1P330,0823000171 - 1P330 ASPHALT PAVEMENT ON SBD 215 PM .391/4.1 HAS SUFFERED D,08,SBD,215,0.391,4.052,45084,45449,,45449
0823000174,06/25/2052,08-1P340,0823000174 - 1P340 REMOVE LOCALIZED FAILED AC PAVEMENT TO A DEPTH OF 0.40,08,RIV,010,0,0,45090,45632,,45632
0823000178,08/06/2052,08-1N021,0823000178 - 1N021 MIDDLE MILE BROADBAND 37.45 MILES - INSTALL FIBER OPTI,08,RIV,VAR,0,0,45134,46618,,46266
0823000179,08/07/2052,08-1M921,0823000179 - 1M921 MIDDLE MILE BROADBAND 42.67 MILES - INSTALL A FIBER OP,08,SBD,VAR,0,0,45100,45100,,
0823000182,08/14/2052,08-1M971,0823000182 - 1M971 MIDDLE MILE BROADBAND 16.01 MILES - INSTALL FIBER OPTI,08,RIV,VAR,0,0,45135,51288,,50980
0823000188,08/30/2052,08-1M911,"0823000188 - 1M911 MIDDLE MILE BROADBAND 78.21 MILES, TO INSTALL A FIBER",08,RIV,VAR,0,0,45134,51337,,51029
0823000189,08/28/2052,08-1M901,"0823000189 - 1M901 MIDDLE MILE BROADBAND 39.11 MILES, TO INSTALL A FIBER",08,RIV,VAR,0,0,45134,51193,,50885
0823000190,08/29/2052,08-1M991,0823000190 - 1M991 MIDDLE MILE BROADBAND 39.17 MILES-INSTALL A FIBER OPTI,08,59V08,VAR,0,0,45135,46589,,46266
0824000005,10/13/2052,08-1P580,0824000005 - 1P580 TO STENCIL MARKED CROSSWALK (YELLOW) ACROSS THE NORTH,08,RIV,074,12.7,12.7,45119,47406,,47039
0824000006,10/12/2052,08-1P590,0824000006 - 1P590 TO INSTALL MIDWEST GUARDRAIL SYSTEM (MGS) WITHIN THE E,08,SBD,018,0,0,45119,47042,,46675
0824000013,10/28/2052,08-1P440,0824000013 - 1P440 RESTORE BRIDGE AND LIGHTING,08,SBD,010,24.3,24.3,45180,48380,,48380
0824000014,10/29/2052,08-1P480,0824000014 - 1P480 REPLACE EXISTING SCALE HOUSE WITH A NEW ONE AND ADDITI,08,RIV,010,15,15.8,45492,49373,46217,49009
0824000015,10/31/2052,08-1P430,0824000015 - 1P430 I-15 Bridge Replacement at Wheaton Wash (Br No 54 0621,08,SBD,015,173.7,174.2,45432,49437,46218,49102
0824000016,10/25/2052,08-1P450,"0824000016 - 1P450 RESTORE PVMT, DRAINAGE, REPLACE SIGN PANELS",08,SBD,018,75.6,83.3,45180,49132,46237,48768
0824000018,11/01/2052,08-1P520,0824000018 - 1P520 CONSTRUCT MOBILITY HUB,08,RIV,091,6.45,6.45,45180,48613,46248,48275
0824000020,10/26/2052,08-1P550,"0824000020 - 1P550 Add 5,800-foot auxiliary lane between Pierce Street On",08,RIV,091,9.4,10.7,45515,49173,46248,48838
0824000021,11/02/2052,08-1P380,"0824000021 - 1P380 RESTORE PVMT & TMS, REPLACE SIGN PANELS",08,SBD,095,33.6,57.275,45180,49249,,49249
0824000023,10/27/2052,08-1P410,"0824000023 - 1P410 RESTORE PVMT, DRNGE, TMS, RPLCE SIGN PNLS, PED INFRA",08,SBD,189,0,5.6,45511,49220,46218,48855
0824000025,11/08/2052,08-1M871,0824000025 - 1M871 MIDDLE MILE BROADBAND 28.15 MILES-INSTALL A FIBER OPTI,08,RIV,VAR,0,0,45126,45126,,
0824000027,11/10/2052,08-1M881,0824000027 - 1M881 MIDDLE MILE BROADBAND 23.99 MILES -INSTALL A FIBER OPT,08,59V08,VAR,0,0,45126,45126,,
0824000028,11/09/2052,08-1M912,0824000028 - 1M912 MIDDLE MILE BROADBAND 9.28 MILES- INSTALL A FIBER OPTI,08,SBD,VAR,0,0,44767,50935,,50627
0824000029,11/28/2052,08-1M931,0824000029 - 1M931 MIDDLE MILE BROADBAND 65.41 MILES-INSTALL A FIBER OPTI,08,SBD,VAR,0,0,45127,45127,,
0824000030,11/30/2052,08-1M941,0824000030 - 1M941 MIDDLE MILE BROADBAND 34.92 MILES-INSTALL A FIBER OPTI,08,SBD,VAR,0,0,45127,45127,,
0824000031,11/29/2052,08-1M972,0824000031 - 1M972 MIDDLE MILE BROADBAND 34.78 MILES-INSTALL A FIBER OPTI,08,RIV,VAR,0,0,44767,51208,,50900
0824000033,12/01/2052,08-1M981,0824000033 - 1M981 MIDDLE MILE BROADBAND 13.84 MILES-INSTALL A FIBER OPTI,08,RIV,VAR,0,0,45128,45128,,
0824000037,12/03/2052,08-1M812,0824000037 - 1M812 MIDDLE MILE BROADBAND 33.2 MILES-INSTALL A FIBER OPTIC,08,SBD,247,0,0,45129,45129,,
0824000038,12/04/2052,08-1M992,0824000038 - 1M992 MIDDLE MILE BROADBAND 18.48 MILES-INSTALL A FIBER OPTI,08,59V08,VAR,0,0,45129,45129,,
0824000040,12/15/2052,08-1P600,0824000040 - 1P600 RECOMMEND TO INSTALL TRAFFIC SIGNALS AT THIS INTERSECT,08,SBD,018,88.6,88.6,45169,48381,,47351
0824000042,01/04/2053,08-1P610,0824000042 - 1P610 - INSTALL SINUSOIDAL RUMBLE STRIPS ALONG RIGHT SHOULDE,08,SBD,210,0,0,44998,47717,,46744
0824000048,02/17/2053,08-1M52U,"0824000048 - 1M52U MILL & OVERLAY, DIG OUT LOCALIZED FAILURES, COLD IN-PL",08,RIV,074,0,0,44739,48492,,48152
0824000052,02/18/2053,08-1L07U,"0824000052 - 1L07U REPLACE/INSTALL CULVERTS, CORRECT GRADING AND UPGRADED",08,SBD,038,7,46.6,45456,48697,,48571
0824000054,03/16/2053,08-1P620,0824000054 - 1P620 PREPARE A DISTRICT DIRECTOR'S ORDER (DDO) TO REPAIR TH,08,RIV,015,48.3,48.3,45151,46804,,45453
0824000058,04/02/2053,08-1P630,0824000058 - 1P630 INITIATE A DIRECTOR'S ORDER (201.130) UNDER AN EMERGEN,08,RIV,010,35.5,43.5,45158,47739,,45898
0824000059,03/31/2053,08-1P640,0824000059 - 1P640 INITIATE A DIRECTOR'S ORDER (201.130) UNDER AN EMERGEN,08,SBD,002,0,6.4,45158,47739,,45370
0824000061,04/03/2053,08-1P470,0824000061 - 1P470 ADA PEDESTRIAN INFRASTURE,08,SBD,210,0,5.5,45180,48401,46204,48065
0824000062,04/04/2053,08-1P490,0824000062 - 1P490 COMMERCIAL VEHICLE ENFORCEMENT FACILITIES,08,SBD,040,128,130,45468,49838,46218,49478
0824000064,04/01/2053,08-1P530,0824000064 - 1P530 DAILY VEHICLE HOURS OF DELAY,08,SBD,210,1.85,3.1,45174,49496,46199,49163
0824000067,04/10/2053,08-1P350,"0824000067 - 1P350 REPLACE LANES 3,4 AND AUX LANES, CULVERT REPAIR",08,SBD,010,10,21,45539,49653,46218,49317
0824000074,04/16/2053,08-1P650,0824000074 - 1P650 Repair Storm Damaged Roadway from Hurricane Hilary,08,SBD,038,0,0,45158,47744,,46174
0824000076,04/23/2053,08-1P670,0824000076 - 1P670 PREPARE A DIRECTOR'S ORDER TO REPAIR DAMAGED ROADWAY,08,59V08,062,0,0,45158,47745,,45534
0824000077,04/24/2053,08-1P680,0824000077 - 1P680 PREPARE A DIRECTOR'S ORDER TO REPAIR DAMAGED BRIDGE AN,08,59V08,062,3.34,6.5,44939,47745,,46143
0824000082,05/07/2053,08-1P690,0824000082 - 1P690 PREPARE A DIRECTOR'S ORDER TO REPAIR DAMAGED FACILITIE,08,RIV,010,57.8,57.8,45108,47750,,45777
0824000083,05/24/2053,08-1P660,0824000083 - 1P660 INSTALL SOLAR POWERED LED WRONG WAY SIGN COUNTERMEASUR,08,59V08,VAR,0,0,44998,47753,,46744
0824000085,05/30/2053,08-1M902,0824000085 - 1M902 MIDDLE MILE BROADBAND 4.4 MILES - INSTALL A FIBER OPTI,08,SBD,038,0,0,44767,50927,,50619
0824000089,06/14/2053,08-1P700,0824000089 - 1P700 PREPARE A DIRECTOR'S ORDER TO REPAIR THE DAMAGED ROADW,08,SBD,127,0.9,41.5,45170,47759,,45869
0824000091,06/18/2053,08-1J65U,"0824000091 - 1J65U REHABILITATE ROADWAY, IMPROVE HIGHWAY WORKER SAFETY, U",08,RIV,010,0,0,45646,47848,,47848
0824000092,07/02/2053,08-1P710,0824000092 - 1P710 I-10 Corridor Freight and Managed Lane on-system proje,08,SBD,010,0,0,45714,47729,,47725
0824000093,06/29/2053,08-1P730,0824000093 - 1P730 I-10 CORRIDOR FREIGHT & MA NAGED LANE ON-SYSTEM PROJEC,08,SBD,010,0,0,45183,45183,,
0824000094,06/30/2053,08-1P720,0824000094 - 1P720 I-10 Corridor Freight and Managed Lane on-system proje,08,SBD,010,0,0,45777,47793,,47793
0824000106,,08-0M94V,0824000106 - 0M94V CONSTRUCT HIGHWAY LANDSCAPE IMPROVEMENTS INCLUDING LAN,08,SBD,215,0,0,43640,47730,,
0824000109,10/09/2053,08-1P760,0824000109 - 1P760 AS A COUNTERMEASURE TO REDUCE FATALITIES AND SERIOUS I,08,RIV,010,17.8,19.3,45219,52278,,51925
0824000110,10/08/2053,08-1P770,0824000110 - 1P770 AS A COUNTERMEASURE TO REDUCE FATALITIES AND SERIOUS I,08,RIV,010,56.3,56.6,45222,47242,,46878
0824000115,11/26/2053,08-1P780,0824000115 - 1P780 UPCOMING PAYMENT PER REIMBURSEMENT FREEWAY MAINTENANCE,08,SBD,010,0,0,45218,45218,,
0824000119,12/28/2053,08-1P800,0824000119 - 1P800 PERFORM SHOT BLASTING OF THE BRIDGE DECK AND DO FRICTI,08,RIV,091,0,0,45223,45223,,
0824000125,05/21/2054,08-1P810,0824000125 - 1P810 THE TEAM IS PROPOSING A SHORT-FORM QMA PROCESS. IN DOI,08,SBD,015,0,0,49491,49731,,49492
0824000126,06/16/2054,08-0A442,0824000126 - 0A442 NEW INTERCHANGE AT FRANKLIN ST (PHASE 2),08,RIV,015,0,0,45566,48044,,47861
0824000130,09/13/2054,08-1P820,0824000130 - 1P820 DES/METS MANAGES THE STATEWIDE INDEPENDENT ASSURANCE (,08,59V08,VAR,0,0,45467,46205,,
0824000133,10/01/2054,08-1P850,0824000133 - 1P850 CORRECTION OF THE THREE(3) NONCOMPLIANCE DRIVEWAYS AND,08,RIV,074,0,0,45259,46996,,46647
0824000134,10/03/2054,08-1P840,0824000134 - 1P840 CORRECTION OF THE EIGHT(8) NONCOMPLIANCE DRIVEWAYS AND,08,RIV,074,42.8,43.1,45729,45729,,
0824000136,10/02/2054,08-1P830,"0824000136 - 1P830 REHABILITATE 30"" CSP CULVERTS",08,RIV,015,33.2,33.2,45260,49292,45310,47456
0824000138,10/28/2054,08-1P860,0824000138 - 1P860 IMMEDIATE REPAIR OF THE FULL LENGTH OF THE WALL WITH A,08,SBD,018,17.6,17.9,45216,47844,,45688
0824000139,10/27/2054,08-1P790,0824000139 - 1P790 ADD AN APPROXIMATELY 0.6 MILE LONG AUXILIARY LANE ON N,08,RIV,015,40.3,41.3,45263,47681,,47316
0824000140,12/25/2054,08-1P870,0824000140 - 1P870 INTERSTATE 15 RIVERSIDE COUNTY FROM TEMECULA PARKWAY,08,RIV,015,3.018,23.803,45272,47855,,47466
0824000142,01/13/2055,08-1P880,0824000142 - 1P880 EXTEND THE CURRENT GUARDRAIL SYSTEM AND REPLACE IT WIT,08,RIV,010,11.7,12,45280,52015,50374,51692
0824000151,02/27/2055,08-1P890,0824000151 - 1P890 REPLACING POOR CONDITION TRAFFIC CONTROLLERS FROM RAMP,08,59V08,VAR,0,0,45294,47876,,46734
0824000154,03/11/2055,08-1P910,0824000154 - 1P910 REHABILITATE CULVERTS,08,RIV,015,29.5,29.6,45295,47953,45401,47562
0824000155,03/23/2055,08-1P900,0824000155 - 1P900 THE PURPOSE OF THIS PROJECT IS TO IMPROVE SAFETY PERFO,08,SBD,010,0,39.16,45309,47890,,46751
0824000165,04/22/2055,08-1P178,0824000165 - 1P178 WILL INSTALL A FIBER OPTIC LINE FROM BARSTOW ON I-15 T,08,SBD,015,0,0,45309,45309,,
0824000166,05/27/2055,08-1P179,0824000166 - 1P179 INSTALL FIBER OPTIC LINES,08,SBD,062,0,0,45314,45314,,
0824000167,05/05/2055,08-1P920,0824000167 - 1P920 FREIGHT MOBILITY AND SAFETY PROJECT PHASE 2,08,SBD,395,0,0,38565,47920,,47491
0824000168,05/18/2055,08-1C07U,"0824000168 - 1C07U - NEAR PERRIS AND HEMET, FROM ROUTE 215 (PM 27.540)",08,RIV,074,27.5,34.3,42198,46944,,46944
0824000174,08/13/2041,08-1M290,0824000174 - 1M290 INSTALL SIGNALS AND MODIFY THE EXISTING LEFT TURN POCK,08,RIV,086,2.5,4.5,45331,47455,,
0824000175,08/12/2055,08-0N000,0824000175 - 0N000 INSTALL BARRIER ALONG THE RIGHT SHOULDER OF I-10,08,SBD,010,26.3,28,45313,47606,,47245
0824000176,08/25/2055,08-0N030,0824000176 - 0N030 A TOTAL OF 16 BRIDGES WITHIN THE ABOVE-MENTIONED LOCAT,08,59V08,VAR,0,0,45329,47911,,46721
0824000177,08/26/2055,08-0N040,0824000177 - 0N040 A TOTAL OF 8 BRIDGES WITHIN THE ABOVE-MENTIONED LOCATI,08,SBD,010,9.87,24.57,45329,47911,,46721
0824000178,08/24/2055,08-0N020,0824000178 - 0N020 A TOTAL OF 24 BRIDGES WITHIN THE ABOVE-MENTIONED LOCAT,08,RIV,VAR,0,0,45329,47911,,46721
0824000179,09/02/2055,08-0N060,"0824000179 - 0N060 ADD VEGETATION TO SPARSE MAINLINE PLANTING, REPLACE IR",08,SBD,210,14.6,16.4,45330,46703,,46339
0824000183,10/02/2055,08-0P000,0824000183 - 0P000 BICYCLE AND PEDESTRIAN IMPROVEMENTS INCLUDING BUT NOT,08,RIV,371,56.47,77.14,45354,48288,,47921
0824000184,10/14/2055,08-0N070,0824000184 - 0N070 PREPARE A DIRECTOR'S ORDER TO UPGRADE FENCING,08,RIV,091,6.1,6.1,45328,47918,,46059
0824000185,10/23/2055,08-0N080,0824000185 - 0N080 PREPARE A DIRECTOR'S ORDER TO UPGRADE FENCING,08,SBD,VAR,0,0,45328,47918,,46080
0824000186,11/06/2055,08-0N090,0824000186 - 0N090 PREPARE A DIRECTOR'S ORDER TO UPGRADE FENCING,08,SBD,VAR,0,0,45328,47919,,46174
0824000187,12/09/2055,08-0P010,0824000187 - 0P010 PREPARE AN EMERGENCY DIRECTOR'S ORDER TO INSTALL EROSI,08,SBD,015,0,0,45325,47924,,45898
0824000188,12/28/2055,08-0P020,"0824000188 - 0P020 IN CITY OF CORONA, FROM 0.024 MILES WEST OF W. GRAND U",08,RIV,091,6,7.5,45300,47926,,45688
0824000190,02/11/2056,08-0P030,0824000190 - 0P030 APPROXIMATELY OVER 35 SLABS NEED REPLACEMENT. ON JANUA,08,RIV,010,0,0,45348,47935,,45744
0824000191,02/12/2056,08-0P090,0824000191 - 0P090 REPAIR ROADBEDS AND REPLACE CULVERTS,08,SBD,138,0,0,45353,47935,,45755
0824000192,02/22/2056,08-0P040,0824000192 - 0P040 PROPOSES TO IMPLEMENT TRAFFIC CALMING STRATEGIES SUCH,08,SBD,VAR,2.85,4.25,45369,47211,,47211
0824000193,02/24/2056,08-0P070,0824000193 - 0P070 IN SAN BERNARDINO COUNTY ON ROUTE 15 NEAR THE CITY OF,08,SBD,015,0,0,45358,45358,,
0824000194,03/01/2056,08-0P080,0824000194 - 0P080 PERFORM PREVENTATIVE MAINTENANCE WITH PAVEMENT SEAL.,08,SBD,395,44,73.5,45359,47941,,46751
0824000200,04/16/2056,08-0P050,0824000200 - 0P050-PERFORM INDIVIDUAL SLAB REPLACEMENT (RSC) IN SPOT LOC,08,RIV,091,0,7.5,45370,45370,,
0824000201,04/17/2056,08-0P060,0824000201 - 0P060-THIS PROJECT PROPOSES THE INSTALLATION OF PEDESTRIAN H,08,SBD,062,31.143,31.143,45371,46945,,46310
0824000202,04/28/2056,08-1P510,0824000202 - 1P510 PREPARE A DISTRICT DIRECTOR'S ORDER TO REPAIR PAVEMENT,08,RIV,215,34,35.9,45365,47954,,45744
0824000203,04/27/2056,08-1P390,0824000203 - 1P390 TMC SECURITY CAMERA SYSTEM REPLACEMENT.,08,SBD,015,7.58,7.58,45372,46945,,46310
0824000204,04/26/2056,08-1P370,0824000204 - 1P370 CONNECT ALL EXISTING TRAFFIC MANAGEMENT SYSTEMS TO FIB,08,SBD,058,0,33,45494,46871,,46521
0824000205,05/06/2056,08-1P990,0824000205 - 1P990-INSTALLATION OF A NEW TRAFFIC SIGNAL WILL IMPROVE OPER,08,SBD,138,15.264,15.264,45377,47010,,46660
